User11305;Restaurant49;-0.5587
User36792;Restaurant66;1.2606
User28692;Restaurant28;-0.7476
User29765;Restaurant9;-6.3262
User429;Restaurant68;1.2817
User60913;Restaurant7;-1.0605
User10170;Restaurant35;5.5511
User39617;Restaurant99;-0.7057
User57729;Restaurant49;-0.0290
User28538;Restaurant47;1.5317
User53607;Restaurant7;-4.3091
User19727;Restaurant36;5.3162
User72341;Restaurant27;-1.0609
User43461;Restaurant73;1.1298
User29655;Restaurant27;2.9205
User58779;Restaurant36;-0.2826
User3766;Restaurant37;0.8598
User36711;Restaurant36;6.4672
User17903;Restaurant62;5.2735
User30676;Restaurant16;4.8243
User16757;Restaurant36;-1.1293
User26951;Restaurant47;3.6170
User28084;Restaurant37;1.3320
User31685;Restaurant72;8.2772
User31778;Restaurant68;-0.3993
User13234;Restaurant80;1.7295
User25510;Restaurant92;3.0100
User28162;Restaurant45;0.1506
User24130;Restaurant47;0.6071
User16978;Restaurant70;0.5023
User5663;Restaurant66;5.1845
User41341;Restaurant79;1.2614
User21641;Restaurant27;3.1622
User46159;Restaurant68;2.2600
User1738;Restaurant4;-2.5558
User17730;Restaurant14;-2.9591
User25216;Restaurant98;0.2153
User1528;Restaurant32;7.0509
User36365;Restaurant40;2.3517
User32850;Restaurant25;2.3033
User43207;Restaurant51;5.6386
User16415;Restaurant61;2.6360
User58165;Restaurant32;1.7964
User43374;Restaurant48;7.9390
User9905;Restaurant34;6.0678
User248;Restaurant48;1.7609
User43350;Restaurant98;1.4313
User3438;Restaurant1;2.7323
User8367;Restaurant50;-0.1516
User30924;Restaurant25;-2.4674
User39776;Restaurant42;4.4544
User70513;Restaurant7;-1.8162
User18438;Restaurant22;2.5310
User32454;Restaurant16;-6.2122
User30468;Restaurant75;0.1906
User1676;Restaurant9;1.7589
User3668;Restaurant33;-9.3675
User43412;Restaurant63;-2.5412
User72966;Restaurant49;5.5045
User44525;Restaurant18;-0.9524
User42698;Restaurant58;-6.0684
User48081;Restaurant49;0.2458
User70208;Restaurant16;-6.8203
User63550;Restaurant62;3.8350
User4277;Restaurant63;0.9501
User42698;Restaurant2;-4.4931
User5875;Restaurant74;-1.0456
User4237;Restaurant6;-7.0138
User44747;Restaurant16;-0.3472
User55674;Restaurant15;0.8269
User35564;Restaurant85;4.2408
User31678;Restaurant42;2.1354
User291;Restaurant89;-0.0924
User32116;Restaurant97;-1.3840
User1624;Restaurant78;0.3204
User18054;Restaurant22;3.2136
User67538;Restaurant17;-5.7770
User58560;Restaurant18;-1.7088
User29641;Restaurant94;1.7873
User42348;Restaurant68;2.6692
User9241;Restaurant72;0.3757
User4074;Restaurant24;-2.5724
User42874;Restaurant48;0.9980
User60903;Restaurant39;0.5795
User13338;Restaurant53;3.8409
User30679;Restaurant82;-1.5277
User47818;Restaurant24;-0.1250
User65693;Restaurant85;-3.7716
User3710;Restaurant55;2.6888
User41836;Restaurant50;2.4088
User41738;Restaurant10;2.4039
User47927;Restaurant63;-0.2260
User6727;Restaurant39;2.5905
User26555;Restaurant96;3.2772
User24512;Restaurant55;4.7025
User11348;Restaurant12;-1.2295
User2526;Restaurant15;-7.0658
User30089;Restaurant69;2.3122
User59596;Restaurant18;-0.3929
User8104;Restaurant22;4.3995
User42078;Restaurant16;-3.1329
User34691;Restaurant2;-1.0404
User1956;Restaurant46;1.5742
User51803;Restaurant50;5.2114
User35010;Restaurant30;-6.5887
User31750;Restaurant70;4.5979
User10718;Restaurant70;1.0683
User20945;Restaurant69;2.4670
User28531;Restaurant11;0.4075
User46855;Restaurant67;-1.2929
User24808;Restaurant73;-3.5976
User31229;Restaurant20;1.8454
User5024;Restaurant55;-1.3953
User27390;Restaurant79;0.6199
User13413;Restaurant9;2.0587
User25194;Restaurant57;-4.0800
User6395;Restaurant2;-0.2826
User8249;Restaurant69;2.7697
User25933;Restaurant18;-5.9122
User69456;Restaurant5;1.7204
User2420;Restaurant56;6.3614
User51468;Restaurant18;-2.0203
User33598;Restaurant8;0.4760
User47551;Restaurant95;3.3176
User60470;Restaurant17;-4.5100
User26061;Restaurant10;-5.8172
User24180;Restaurant34;3.9318
User59409;Restaurant32;3.3587
User29686;Restaurant37;0.9032
User28777;Restaurant11;6.3996
User15809;Restaurant23;1.6294
User44024;Restaurant48;4.3548
User2632;Restaurant27;6.8522
User16040;Restaurant14;-4.8592
User14564;Restaurant9;-0.4114
User29527;Restaurant73;3.1848
User11147;Restaurant20;1.1314
User14168;Restaurant53;1.6532
User14870;Restaurant24;-6.1775
User34474;Restaurant13;-1.3667
User8759;Restaurant12;0.7481
User47057;Restaurant46;0.1268
User48157;Restaurant3;5.8181
User47015;Restaurant33;0.2068
User19855;Restaurant14;0.0531
User36789;Restaurant68;6.5154
User19905;Restaurant24;2.0873
User2614;Restaurant63;2.0092
User23747;Restaurant48;0.2826
User35567;Restaurant87;1.5266
User14714;Restaurant22;0.8499
User8931;Restaurant24;-3.2753
User27467;Restaurant27;0.6899
User43998;Restaurant60;-0.6891
User43525;Restaurant13;-3.5866
User16752;Restaurant67;-0.8292
User26680;Restaurant62;2.7248
User42083;Restaurant25;3.7438
User42406;Restaurant65;2.0668
User29497;Restaurant11;4.4451
User27270;Restaurant33;-6.8162
User30336;Restaurant15;-9.1554
User8715;Restaurant32;-1.0731
User17741;Restaurant28;-2.3573
User26051;Restaurant87;2.1666
User45129;Restaurant15;1.4719
User32983;Restaurant42;0.6814
User10559;Restaurant18;-2.4876
User23483;Restaurant36;4.3404
User563;Restaurant68;3.7044
User42599;Restaurant8;-2.6740
User43533;Restaurant52;-1.0725
User42239;Restaurant43;7.3464
User21144;Restaurant81;-0.4191
User12252;Restaurant69;7.6868
User31204;Restaurant86;-4.6568
User40859;Restaurant17;0.9555
User54427;Restaurant32;1.4495
User7064;Restaurant60;0.8714
User61049;Restaurant8;-3.5506
User37171;Restaurant45;2.9539
User26579;Restaurant47;2.9455
User21614;Restaurant5;0.7991
User8629;Restaurant23;1.2419
User28168;Restaurant58;-0.4929
User33122;Restaurant62;1.6198
User18869;Restaurant46;3.9106
User20696;Restaurant65;0.8644
User58036;Restaurant26;1.2629
User34975;Restaurant74;-1.1711
User69821;Restaurant5;1.0167
User27963;Restaurant12;-1.0927
User34965;Restaurant43;-2.5057
User48068;Restaurant18;-2.4917
User34642;Restaurant44;-0.6140
User27619;Restaurant48;3.1186
User40479;Restaurant42;2.5477
User27251;Restaurant56;0.4866
User26421;Restaurant86;-2.2520
User63774;Restaurant17;-0.8369
User13083;Restaurant5;1.9466
User21090;Restaurant5;1.9612
User49566;Restaurant17;-0.0609
User27047;Restaurant66;5.0866
User2331;Restaurant16;-1.6069
User17151;Restaurant68;0.6882
User46299;Restaurant43;8.2138
User51154;Restaurant18;8.0186
User55243;Restaurant62;3.3019
User23643;Restaurant50;-4.1283
User25643;Restaurant11;-0.8393
User16400;Restaurant68;2.2152
User22339;Restaurant62;1.9042
User23642;Restaurant80;6.7788
User31432;Restaurant61;-2.2220
User40951;Restaurant25;-1.6265
User27808;Restaurant32;3.2930
User3788;Restaurant14;-1.2039
User734;Restaurant53;6.6778
User18660;Restaurant47;-1.2443
User17487;Restaurant93;5.4535
User42554;Restaurant61;-0.4007
User37394;Restaurant47;1.0176
User2620;Restaurant70;2.8042
User8064;Restaurant18;-4.4074
User44027;Restaurant56;5.5661
User64233;Restaurant32;-1.4316
User41995;Restaurant52;-4.5041
User37014;Restaurant32;0.1327
User6841;Restaurant14;-1.9602
User63722;Restaurant68;-0.0608
User47709;Restaurant5;2.3107
User29761;Restaurant65;0.5476
User19261;Restaurant77;3.7233
User1725;Restaurant18;-0.1517
User20722;Restaurant14;3.8233
User36301;Restaurant14;4.8430
User61209;Restaurant15;-3.9023
User50184;Restaurant32;5.0154
User70969;Restaurant53;2.5786
User44235;Restaurant94;2.7927
User2128;Restaurant15;-4.7242
User19079;Restaurant14;6.2637
User38212;Restaurant57;-4.4066
User26761;Restaurant59;-5.7359
User1483;Restaurant40;1.3286
User14899;Restaurant40;1.8999
User16725;Restaurant6;0.8826
User36066;Restaurant1;3.4804
User14710;Restaurant55;1.4642
User26661;Restaurant49;0.1573
User1076;Restaurant20;0.2355
User71373;Restaurant72;6.1591
User4216;Restaurant42;6.8691
User44962;Restaurant68;1.7397
User49983;Restaurant68;2.6272
User3659;Restaurant51;-0.2095
User12166;Restaurant3;-1.9392
User24666;Restaurant7;-1.0223
User69908;Restaurant17;-0.6571
User17;Restaurant72;4.4233
User46092;Restaurant47;2.3872
User17779;Restaurant6;1.2044
User28026;Restaurant32;2.8980
User53298;Restaurant99;-1.0499
User9973;Restaurant58;-7.9797
User33909;Restaurant54;-1.4614
User19175;Restaurant69;2.3175
User41181;Restaurant31;1.2271
User21437;Restaurant82;-1.2574
User22693;Restaurant89;-0.9487
User39876;Restaurant37;-2.5830
User39428;Restaurant27;3.8042
User5540;Restaurant53;3.0502
User810;Restaurant34;2.2769
User6751;Restaurant6;-0.2511
User29328;Restaurant24;-3.6287
User10903;Restaurant1;-1.4326
User5680;Restaurant32;5.0907
User38523;Restaurant22;-1.9128
User23837;Restaurant52;-2.4534
User41901;Restaurant55;-1.9189
User3406;Restaurant38;7.4575
User47700;Restaurant40;2.7179
User25772;Restaurant6;4.1708
User37887;Restaurant38;1.8901
User35024;Restaurant55;6.5860
User10486;Restaurant24;-3.3993
User23457;Restaurant85;1.9827
User23028;Restaurant53;1.4480
User50657;Restaurant72;4.2213
User38981;Restaurant9;4.7740
User42801;Restaurant8;-0.8451
User41225;Restaurant3;0.8067
User3468;Restaurant13;-5.9070
User48199;Restaurant11;6.3026
User38104;Restaurant5;6.3098
User23532;Restaurant25;4.0815
User67826;Restaurant7;-2.5532
User32269;Restaurant49;3.0141
User24078;Restaurant5;-1.6888
User23060;Restaurant60;-5.2003
User43288;Restaurant96;-1.6895
User34144;Restaurant73;5.0709
User62157;Restaurant21;2.7724
User47886;Restaurant52;-3.2977
User34426;Restaurant34;-6.4977
User26159;Restaurant38;2.4264
User51635;Restaurant27;6.7378
User11009;Restaurant30;-2.0538
User44672;Restaurant66;4.0496
User23254;Restaurant78;-1.6786
User39567;Restaurant22;0.5206
User3029;Restaurant53;2.6605
User8746;Restaurant50;6.3750
User69756;Restaurant58;-7.0334
User34221;Restaurant81;3.3651
User43361;Restaurant56;-3.1611
User1963;Restaurant18;-0.4355
User38608;Restaurant37;-3.5103
User26371;Restaurant48;2.5521
User67533;Restaurant13;-1.8995
User22035;Restaurant38;0.1402
User41647;Restaurant75;0.6779
User47793;Restaurant53;7.8438
User5869;Restaurant17;-1.6706
User35823;Restaurant92;4.6647
User20749;Restaurant7;-0.3113
User15337;Restaurant49;2.3699
User5468;Restaurant90;0.5850
User40515;Restaurant49;2.9307
User5585;Restaurant61;0.0770
User15947;Restaurant51;2.7607
User28377;Restaurant59;-2.0632
User3980;Restaurant5;1.0572
User359;Restaurant73;-6.5710
User45175;Restaurant4;-6.1487
User48623;Restaurant50;8.3510
User33429;Restaurant98;1.4198
User16122;Restaurant82;-9.0772
User15474;Restaurant25;-3.4075
User66002;Restaurant56;-1.0672
User27628;Restaurant47;2.2829
User61666;Restaurant17;-5.2049
User5342;Restaurant32;4.3197
User3123;Restaurant98;0.6785
User15979;Restaurant41;-0.2574
User55368;Restaurant65;2.0298
User49859;Restaurant77;4.5918
User10890;Restaurant49;4.3317
User5764;Restaurant22;6.0112
User46085;Restaurant43;-5.0205
User66607;Restaurant56;2.9648
User1804;Restaurant62;5.3067
User50972;Restaurant19;-1.6831
User35297;Restaurant27;4.2390
User900;Restaurant38;-3.8057
User68382;Restaurant19;-1.4868
User41733;Restaurant6;2.6146
User7930;Restaurant22;0.2498
User22471;Restaurant49;-3.7018
User10483;Restaurant55;1.7063
User37718;Restaurant50;6.7019
User14380;Restaurant47;2.6198
User16049;Restaurant15;-3.2680
User46672;Restaurant19;0.7201
User41442;Restaurant64;6.2526
User25670;Restaurant68;1.9862
User68607;Restaurant50;7.4462
User39696;Restaurant23;4.7671
User546;Restaurant53;7.7893
User60335;Restaurant70;4.6334
User61667;Restaurant53;5.0904
User48394;Restaurant7;-0.9788
User9698;Restaurant9;4.1836
User23591;Restaurant86;-1.1052
User46495;Restaurant52;-0.5739
User31084;Restaurant58;-0.4321
User33083;Restaurant11;7.0808
User52153;Restaurant49;4.4215
User8691;Restaurant38;2.2162
User3326;Restaurant85;2.1159
User15957;Restaurant48;-5.6837
User902;Restaurant30;-0.9466
User43073;Restaurant18;1.3604
User67102;Restaurant48;4.4722
User24480;Restaurant2;-0.4939
User1754;Restaurant68;0.4315
User10320;Restaurant3;-0.9335
User59447;Restaurant54;3.2739
User32489;Restaurant85;-0.9256
User15393;Restaurant8;-4.1592
User46974;Restaurant16;-0.5910
User43922;Restaurant16;-1.7577
User21382;Restaurant35;3.6691
User23106;Restaurant32;5.1216
User28931;Restaurant12;-2.8050
User31402;Restaurant57;3.0139
User1011;Restaurant10;0.0464
User59298;Restaurant38;-1.2266
User4598;Restaurant22;-0.7386
User28738;Restaurant39;0.6956
User28602;Restaurant25;1.6830
User65154;Restaurant99;-2.5031
User14002;Restaurant7;0.8551
User59931;Restaurant32;-0.7557
User20595;Restaurant43;2.5405
User21945;Restaurant54;1.8423
User16483;Restaurant54;3.3878
User7890;Restaurant85;-2.5905
User23585;Restaurant33;2.4748
User35399;Restaurant90;2.0925
User46783;Restaurant35;4.7515
User4667;Restaurant65;1.7807
User25931;Restaurant43;-3.4617
User5193;Restaurant47;1.6044
User61587;Restaurant65;5.2776
User54727;Restaurant15;-2.4078
User31580;Restaurant17;0.7757
User53836;Restaurant15;2.6934
User32240;Restaurant39;6.6573
User37334;Restaurant52;3.6304
User22923;Restaurant65;-3.5597
User54899;Restaurant13;-7.0921
User39795;Restaurant49;5.7896
User25452;Restaurant83;-1.9863
User10690;Restaurant64;-6.7659
User41086;Restaurant7;-0.7017
User41594;Restaurant32;5.6722
User20155;Restaurant39;-2.2207
User25935;Restaurant21;0.8211
User46219;Restaurant28;-1.7941
User21129;Restaurant48;2.3771
User22250;Restaurant14;-7.8661
User48000;Restaurant88;2.6799
User71300;Restaurant15;-3.9921
User29607;Restaurant12;-1.5585
User34093;Restaurant12;-0.6272
User23269;Restaurant100;-3.2324
User47543;Restaurant10;3.3128
User9999;Restaurant98;3.8201
User50984;Restaurant66;7.4475
User58230;Restaurant50;4.7491
User42297;Restaurant82;-0.4662
User24957;Restaurant58;-2.4995
User16182;Restaurant43;-7.0352
User36347;Restaurant40;5.3155
User39283;Restaurant21;2.5310
User50822;Restaurant50;4.6932
User22295;Restaurant96;6.0838
User44338;Restaurant61;0.4032
User47057;Restaurant43;-0.4965
User41901;Restaurant54;0.4477
User7498;Restaurant17;-2.2615
User20042;Restaurant77;1.1498
User48468;Restaurant54;-0.2589
User32202;Restaurant32;1.2074
User67097;Restaurant19;-7.4734
User18523;Restaurant49;5.8896
User4589;Restaurant40;0.1296
User70666;Restaurant21;-5.5621
User2868;Restaurant4;-4.5686
User25070;Restaurant9;-4.2602
User57002;Restaurant8;-1.1141
User27426;Restaurant51;5.0372
User4666;Restaurant2;4.5961
User41261;Restaurant89;2.3686
User38690;Restaurant20;-0.2954
User16760;Restaurant66;-1.6102
User23865;Restaurant30;-4.5520
User35003;Restaurant27;2.0266
User20713;Restaurant96;2.9085
User32558;Restaurant20;3.3799
User21296;Restaurant9;-0.3921
User18377;Restaurant31;6.9380
User31478;Restaurant3;0.1311
User8565;Restaurant49;3.5095
User59857;Restaurant38;4.1629
User6178;Restaurant7;2.0102
User39959;Restaurant21;4.4489
User35951;Restaurant88;1.7663
User31762;Restaurant16;-0.8962
User31823;Restaurant7;2.7192
User34275;Restaurant7;-0.7484
User60126;Restaurant43;-7.5101
User18381;Restaurant72;-2.9891
User9762;Restaurant15;-1.1016
User64404;Restaurant20;-0.3696
User39477;Restaurant27;1.5237
User13817;Restaurant69;4.8411
User36640;Restaurant35;5.2189
User68087;Restaurant38;4.5764
User35652;Restaurant64;-0.9763
User32810;Restaurant13;-2.7134
User33489;Restaurant32;3.3464
User29338;Restaurant19;1.0651
User36408;Restaurant42;0.3583
User43739;Restaurant39;5.6608
User35005;Restaurant9;0.2108
User10042;Restaurant70;2.2584
User3583;Restaurant84;2.5438
User30766;Restaurant10;3.8974
User21312;Restaurant75;1.4267
User27139;Restaurant26;1.7611
User28722;Restaurant68;4.8073
User54770;Restaurant92;-1.3420
User48838;Restaurant17;-2.9972
User10972;Restaurant72;5.4388
User60309;Restaurant54;3.9953
User25826;Restaurant21;4.4343
User2807;Restaurant21;4.2827
User61201;Restaurant47;1.7808
User23826;Restaurant95;-2.0279
User34349;Restaurant80;7.1976
User45817;Restaurant15;-3.1526
User44118;Restaurant44;-3.4599
User32917;Restaurant7;-1.8277
User12341;Restaurant33;6.9743
User37015;Restaurant15;0.5378
User20230;Restaurant32;3.2731
User44716;Restaurant7;3.0221
User22628;Restaurant95;4.0924
User20371;Restaurant20;-1.9199
User36993;Restaurant43;1.3961
User71951;Restaurant66;4.2326
User58120;Restaurant57;-1.2458
User33098;Restaurant8;-0.0524
User17607;Restaurant32;-0.2439
User7695;Restaurant28;7.5440
User29323;Restaurant87;2.1573
User7964;Restaurant73;-0.0454
User33988;Restaurant89;1.7546
User16972;Restaurant13;-4.1016
User21953;Restaurant38;-0.4743
User30178;Restaurant53;3.7247
User27063;Restaurant97;0.9446
User34292;Restaurant45;-4.0562
User43465;Restaurant41;0.6807
User11477;Restaurant9;-1.6709
User3924;Restaurant36;4.2356
User57171;Restaurant19;-1.0209
User33886;Restaurant49;4.7475
User42659;Restaurant30;-4.1978
User24817;Restaurant50;2.2932
User62678;Restaurant8;0.9930
User5374;Restaurant92;-0.4593
User41136;Restaurant53;2.1219
User47060;Restaurant2;5.3169
User43399;Restaurant13;-2.5994
User17394;Restaurant49;2.9993
User31180;Restaurant63;1.1754
User69063;Restaurant35;4.2870
User28763;Restaurant46;-1.4959
User15750;Restaurant14;4.0644
User47666;Restaurant17;-0.6419
User64685;Restaurant62;1.7463
User29714;Restaurant31;3.7507
User33043;Restaurant36;3.6329
User10628;Restaurant54;3.3910
User6803;Restaurant26;-2.8482
User17470;Restaurant25;2.7046
User2920;Restaurant44;-2.2887
User19658;Restaurant39;1.5255
User21620;Restaurant90;-1.8742
User31311;Restaurant8;-0.0272
User41921;Restaurant66;-7.4905
User24674;Restaurant4;-4.1313
User12590;Restaurant18;0.0224
User9433;Restaurant33;-6.6684
User39031;Restaurant100;0.4247
User7789;Restaurant69;3.1120
User23856;Restaurant12;-1.6741
User30629;Restaurant39;3.0554
User37747;Restaurant72;0.0599
User15587;Restaurant98;2.9489
User36560;Restaurant9;-7.2094
User35324;Restaurant85;1.6541
User18223;Restaurant10;-0.0084
User16762;Restaurant29;-1.4126
User5174;Restaurant42;-1.8917
User777;Restaurant52;1.7893
User13649;Restaurant58;-6.1187
User15205;Restaurant68;4.2914
User6907;Restaurant27;1.8190
User39126;Restaurant45;3.4257
User12736;Restaurant30;-8.6162
User15027;Restaurant94;3.4896
User36381;Restaurant59;-2.1071
User5677;Restaurant2;1.6349
User20767;Restaurant42;2.9574
User22776;Restaurant88;-0.3499
User38401;Restaurant86;-2.3469
User26602;Restaurant37;-6.8641
User38096;Restaurant59;-9.0448
User10630;Restaurant19;0.9712
User15677;Restaurant25;-1.5378
User10912;Restaurant31;2.0423
User60626;Restaurant44;-5.7591
User36735;Restaurant25;0.8251
User51243;Restaurant36;3.7793
User43014;Restaurant49;7.3307
User26697;Restaurant79;0.8910
User41544;Restaurant69;0.9189
User42329;Restaurant7;-0.9219
User70616;Restaurant29;2.9540
User21149;Restaurant20;-6.7406
User37587;Restaurant61;3.8836
User20452;Restaurant100;4.6501
User4169;Restaurant25;-6.1566
User43923;Restaurant21;-1.6062
User42816;Restaurant78;6.2569
User29797;Restaurant7;1.8801
User32807;Restaurant10;-1.5197
User28887;Restaurant6;0.0723
User42270;Restaurant57;-4.1401
User7243;Restaurant38;-4.1074
User48021;Restaurant62;5.0319
User47538;Restaurant90;4.7233
User42570;Restaurant73;0.6660
User36418;Restaurant8;-3.4402
User14230;Restaurant14;6.2282
User72726;Restaurant36;1.4033
User20819;Restaurant12;2.7267
User22407;Restaurant89;3.1983
User29987;Restaurant82;-1.0413
User10019;Restaurant7;-0.6190
User15072;Restaurant38;2.2053
User15138;Restaurant39;0.8585
User24862;Restaurant50;6.3495
User15856;Restaurant77;1.7778
User30760;Restaurant60;2.5504
User4235;Restaurant9;-0.4106
User18428;Restaurant16;-2.7144
User7603;Restaurant19;0.9918
User8564;Restaurant4;0.5119
User35251;Restaurant8;-1.2793
User64962;Restaurant18;-6.9258
User46499;Restaurant23;0.2642
User16480;Restaurant47;5.5454
User22745;Restaurant56;-1.0574
User44338;Restaurant40;0.4329
User15227;Restaurant78;4.6910
User38716;Restaurant55;1.0037
User70668;Restaurant18;-1.4585
User12183;Restaurant32;4.3821
User7786;Restaurant56;1.7073
User31688;Restaurant56;2.3211
User24179;Restaurant50;6.1624
User72271;Restaurant5;2.8146
User52497;Restaurant26;2.4619
User22813;Restaurant69;0.5618
User9764;Restaurant80;2.4137
User4620;Restaurant20;0.3184
User37353;Restaurant90;-0.7972
User7129;Restaurant40;1.8845
User9680;Restaurant27;4.1073
User39742;Restaurant24;3.5445
User7031;Restaurant44;-5.2364
User3735;Restaurant96;-0.2299
User11999;Restaurant61;-2.7568
User38699;Restaurant50;2.8896
User43084;Restaurant64;-3.9173
User21961;Restaurant8;0.2179
User1427;Restaurant35;0.1022
User59755;Restaurant16;-4.2583
User24389;Restaurant32;5.4274
